country,countryname,party,abbrev,name,name_english,year_min,year_max,is_alliance,max_pervote,max_presvote
74,"Turkey",74323,"SHP","Sosyal Demokrat HalÃ§i Parti","Social Democratic Populist Party",1987,1991,0,24.742001,
74,"Turkey",74324,"DSP","Demokratik Sol Parti","Democratic Left Party",1991,1999,0,22.285,
74,"Turkey",74325,"BDP","BarÄ±ÅŸ ve Demokrasi Partisi","Peace and Democracy Party",2011,2011,0,6.5669999,
74,"Turkey",74326,"DTP","Democratic Toplum Partisi","Democratic Society Party",2007,2007,0,4.5999999,
74,"Turkey",74621,"DP","Demokrat Parti","Democratic Party",1950,1957,0,57.610001,
74,"Turkey",74622,"AP","Adalet Partisi","Justice Party",1961,1977,0,52.874001,
74,"Turkey",74623,"ANAP","Anavatan Partisi","Motherland Party",1983,1999,0,45.144001,
74,"Turkey",74624,"DYP","DoÄŸru Yol Partisi","True Path Party",1987,1999,0,27.034,
74,"Turkey",74625,"MP","Millet Partisi","Nation Party",1965,1969,0,6.2610002,
74,"Turkey",74626,"BBP","BÃ¼yÃ¼k Birlik Partisi","Grand Unity Party",1999,1999,0,1.46,
74,"Turkey",74627,"DTP","Demokrat TÃ¼rkiye Partisi","Democratic Turkey Party",1999,1999,0,.57999998,
74,"Turkey",74628,"AKP","Adalet ve KalkÄ±nma Partisi","Justice and Development Party",2002,2018,0,49.833,
74,"Turkey",74640,"Ä°YÄ°","Ä°YÄ° Parti","Good Party",2018,2018,0,9.9549999,
74,"Turkey",74710,"CMP","CumhuriyetÃ§i Millet Partisi","Republican National Party",1954,1954,0,5.2800002,
74,"Turkey",74711,"MDP","MilliyetÃ§i Demokrasi Partisi","Nationalist Democratic Party",1983,1983,0,23.266001,
74,"Turkey",74712,"MHP","MilliyetÃ§i Hareket Partisi","National Action Party",1961,2018,0,18.056,
74,"Turkey",74714,"MSP","MillÃ® Selamet Partisi","National Salvation Party",1973,1977,0,11.804,
74,"Turkey",74715,"RP","Refah Partisi","Welfare Party",1987,1995,0,21.375999,
74,"Turkey",74716,"FP","Fazilet Partisi","Virtue Party",1999,1999,0,15.476,
74,"Turkey",74717,"SAADET","Saadet Partisi","Felicity Party",2018,2018,0,1.344,
75,"Albania",75220,"PSS","Partia Socialiste e ShqipÃ«risÃ«","Albanian Socialist Party",1991,2001,0,56.167,
75,"Albania",75320,"PSD","Partia Socialdemokrate Ã« ShqipÃ«risÃ«","Social Democratic Party of Albania",1991,2001,0,4.381,
75,"Albania",75421,"AD","Partia Aleanca Demokratike","Democratic Alliance Party",1992,2001,0,2.74,
75,"Albania",75621,"PP","Partia Popullore","Peopleâ€™s Party",1991,1991,0,,
75,"Albania",75622,"PUK","Partia e Unitetit KombÃ«tar","Party of National Unity",1992,1992,0,,
75,"Albania",75623,"PLL","Partia LÃ«vizja e Legalitetit","Legality Movement Party",1991,1997,0,3.2539999,
75,"Albania",75624,"PD","Partia Demokratike e ShqipÃ«risÃ«","Democratic Party of Albania",1991,1997,0,62.087002,
75,"Albania",75721,"DBSH","E Djatha e Bashkuar e ShqipÃ«risÃ«","United Albanian Right",1996,1997,0,4.9699998,
75,"Albania",75722,"PRSH","Partia Republikane Shqiptare","Albanian Republican Party",1991,1997,0,5.744,
75,"Albania",75810,"PASH","Partia Agrare e ShqipÃ«risÃ«","Agrarian Party of Albania",1991,2001,0,2.5699999,
75,"Albania",75951,"PBDNJ","Partia Bashkimi pÃ«r tÃ« Drejtat e Njeriut","Union for Human Rights Party",1991,2001,0,4.0409999,
76,"Armenia",76030,"HD","Hayastan dashink","Armenia Alliance",2021,2021,1,21.105902,
76,"Armenia",76041,"HAK","Hay Azgayin Kongres","Armenian National Congress",2012,2012,1,7.098,
76,"Armenia",76042,"","YELK Dashink","Way Out Alliance",2017,2017,1,7.7803583,
76,"Armenia",76043,"","Im Kayly Dashink","My Step Alliance",2018,2018,1,70.443047,
76,"Armenia",76044,"","Tsarukyan Dashnik","Tsarukyan Alliance",2017,2017,1,27.35,
76,"Armenia",76060,"","Pativ unem dashinkâ€™","I have honor",2021,2021,1,5.2200651,
76,"Armenia",76222,"HKK","Hayastani Komunistakan Kusaktsutyun","Communist Party of Armenia",1995,1999,0,12.445,
76,"Armenia",76321,"HHD","Hay Heghapokhakan Dashnaktsutyun","Armenian Revolutionary Federation",1999,2017,0,13.164,
76,"Armenia",76322,"MAK","Miavorvac Ashkhatankayin Kusaktsutyun","United Labour Party",2003,2003,0,5.6729999,
76,"Armenia",76410,"KP","K'aghak'atsiakan paymanagir","Civil Contract",2021,2021,0,53.944145,
76,"Armenia",76420,"OEK","Orinats' Yerkir","Rule of Law",1999,2012,0,12.598,
76,"Armenia",76421,"A","Ardarutyun","Justice",2003,2003,1,13.714,
76,"Armenia",76430,"","Zharangutyun","Heritage",2007,2012,0,5.9970002,
76,"Armenia",76435,"","Lusawor Hajastan","Bright Armenia",2018,2018,0,6.3724532,
76,"Armenia",76521,"AIM","Azgayin Inknoroshum Miavorum","National Self-Determination Union",1995,1995,0,5.73,
76,"Armenia",76610,"HHK","Hayastani Hanrapetakan Kusaktsutyun","Republican Party of Armenia",2003,2017,0,49.165318,
76,"Armenia",76620,"BHK","Bargavadj Hayastan Kusaktsutyun","Prosperous Armenia",2007,2021,0,30.188999,
76,"Armenia",76711,"HA","Hanrapetutyun","Republic",1995,1995,1,43.897999,
76,"Armenia",76712,"AZhM","Azgayin Zhoghovrdakan Miutyun","National Democratic Union",1995,1999,0,7.7309999,
76,"Armenia",76901,"","Shamiram","Semiramis (Womenâ€™s Movement)",1995,1995,0,17.364,
76,"Armenia",76902,"IM","Iravunk ev Miabanutyun","Right and Unity",1999,1999,1,8.1040001,
76,"Armenia",76903,"M","Miasnutyun","Unity",1999,1999,1,42.359001,
76,"Armenia",76904,"AM","Azgayin Miabanutyun","National Unity Party",2003,2003,0,8.9099998,
77,"Azerbaijan",77220,"YAP","Yeni  AzÉ™rbaycan PartiyasÄ±","New Azerbaijan Party",1995,2000,0,66.117996,
77,"Azerbaijan",77221,"AVKP","AzÉ™rbaycan Vahid Kommunist PartiyasÄ±","Azerbaijan United Communist Party",2000,2000,0,6.3000002,
77,"Azerbaijan",77420,"AXC","AzÉ™rbaycan Xalq Cebhesi","Azerbaijan Popular Front",1995,2000,0,11,
77,"Azerbaijan",77430,"ADPS","AzÉ™rbaycan Demokratik Sahibkarlar PartiyasÄ±","Azerbaijan Democratic Entrepeneurs Party",1995,1995,0,4.2199998,
77,"Azerbaijan",77710,"AMÄ°P","AzÉ™rbaycan Milli Ä°stiqlal PartiyasÄ±","Azerbaijan National Independence Party",1995,2000,0,9.8459997,
77,"Azerbaijan",77951,"VHP","Vatandas Hamrayliyi PartiyasÄ±","Civil Solidarity Party",2000,2000,0,6.4000001,
78,"Belarus",78211,"PKB","Partiya Komunistau Belaruskaya","Party of Communists of Belarus",1995,1995,0,,
78,"Belarus",78212,"APB","Agrarnaya Partiya Belarusi","Agrarian Party of Belarus",1995,1995,0,,
78,"Belarus",78213,"BKhP","Belaruskaya Syalanskaya Partiya","Belarusan Peasants' Party",1995,1995,0,,
78,"Belarus",78214,"BPR","Belaruski Patryatychny Rukh","Belarusan Patriotic Movement",1995,1995,0,,
78,"Belarus",78410,"PNZ","Partiya Narodnaya Zgody","Party of Peopleâ€™s Consent",1995,1995,0,,
78,"Belarus",78430,"ADPB","Abyadnanya Demakratychnaya Partiya Belarusi","United Democratic Party of Belarus",1995,1995,0,,
78,"Belarus",78710,"BSDP","Belaruskaja Sacyjal-Demakratychnaya Partiya â€˜Hramadaâ€™","Belarusian Social-Democratic Party â€˜Hramadaâ€™",1995,1995,0,,
78,"Belarus",78901,"BPZ-N","Belaruskaya Partiya Zhanchyn â€˜Nadzeya'","Party of Women â€˜Nadzejaâ€™",1995,1995,0,,
79,"Bosnia-Herzegovina",79030,"DF-GS","Demokratska Fronta - GraÄ‘anski Savez","Democratic Front - Civic Alliance",2018,2018,1,5.8060002,
79,"Bosnia-Herzegovina",79090,"SDS-NDP-NS-SRS","Srpska demokratska stranka - lista","Serbian Democratic Party - list",2018,2018,1,9.8050003,
79,"Bosnia-Herzegovina",79221,"SK BiH-SDP","Savez komunista Bosne i Hercegovine-SocijalistiÄka demokratska partija","League of Communists of Bosnia and Herzegovina-Social Democratic Party",1990,1990,0,4.605,
79,"Bosnia-Herzegovina",79222,"SRSJ","Savez reformskih snaga Jugoslavije","Alliance of Reform Forces of Yugoslavia",1990,1990,0,7.8369999,
79,"Bosnia-Herzegovina",79223,"SPRS","SocijalistiÄka partija Republike Srpske","Socialist Party of the Republika Srpska",1996,1996,0,,
79,"Bosnia-Herzegovina",79321,"SDP BiH","Socijaldemokratska partija Bosne i Hercegovine","Social Democratic Party of Bosnia and Herzegovina",1998,2018,0,18,
79,"Bosnia-Herzegovina",79322,"DF","Demokratska fronta","Democratic Front",2014,2014,0,9.2399998,
79,"Bosnia-Herzegovina",79421,"KCD BiH","Koalicija za cjelovitu i demokratsku Bosnu i Hercegovinu","Coalition for a United and Democratic Bosnia and Herzegovina",1998,1998,1,33.827999,
79,"Bosnia-Herzegovina",79422,"PDP RS","Partija demokratskog progresa Republike Srpske","Party of Democratic Progress of the Republika Srpska",2000,2018,0,6.4000001,
79,"Bosnia-Herzegovina",79423,"NHI","Nova hrvatska inicijativa","New Croation Initiative",2000,2000,0,1.5829999,
79,"Bosnia-Herzegovina",79440,"NS/HC","NaÅ¡a stranka","Our Party",2018,2018,0,2.9219999,
79,"Bosnia-Herzegovina",79610,"SBB BiH","Savez za bolju buduÄ‡nost Bosne i Hercegovine","Alliance for a Better Future of Bosnia and Herzegovina",2010,2018,0,8.7030001,
79,"Bosnia-Herzegovina",79721,"SRS RS","Srpska radikalna stranka Republike Srpske","Serbian Radical Party of the Republika Srpska",1998,1998,0,6.8660002,
79,"Bosnia-Herzegovina",79722,"RS RS","Radikalna stranka Republike Srpske","Radical Party of the Republika Srpska",1998,1998,0,6.8660002,
79,"Bosnia-Herzegovina",79723,"SBiH","Stranka za Bosnu i Hercegovinu","Party for Bosnia and Herzegovina",1996,2010,0,15.544,
79,"Bosnia-Herzegovina",79730,"SNSD","Savez nezavisnih socijaldemokrata","Alliance of Independent Social Democrats",2002,2018,0,19.083,
79,"Bosnia-Herzegovina",79901,"DNZ BiH","Demokratska narodna zajednica Bosne i Hercegovine","Democratic Peoplesâ€™ Union of Bosnia and Herzegovina",2000,2000,0,1.267,
79,"Bosnia-Herzegovina",79951,"SDA","Stranka demokratske akcije","Party of Democratic Action",1990,2018,0,37.98,
79,"Bosnia-Herzegovina",79953,"HDZ BiH","Hrvatska demokratska zajednica Bosne i Hercegovine","Croatian Democratic Union of Bosnia and Herzegovina",1990,2018,0,15.646,
79,"Bosnia-Herzegovina",79954,"MBO","Muslimanska boÅ¡njaÄka organizacija","Muslim-Bosniac Organization",1990,1990,0,.903,
79,"Bosnia-Herzegovina",79955,"SDS","Srpska demokratska stranka","Serbian Democratic Party",1990,2014,0,25.739,
79,"Bosnia-Herzegovina",79956,"HDZ 1990","Hrvatska demokratska zajednica 1990","Croatian Democratic Union 1990",2006,2014,0,3.7309999,
79,"Bosnia-Herzegovina",79957,"BPS","Bosanskohercegovacka Patriotska Stranka","Bosnian-Herzegovinian Patriotic Party",2006,2006,0,2.7249999,
80,"Bulgaria",80051,"SK","Sinyata Koalitsiya","Blue Coalition",2009,2009,1,6.7589998,
80,"Bulgaria",80061,"","Reformatorski blok","Reformist bloc",2014,2014,1,8.8879995,
80,"Bulgaria",80062,"","Patriotichen front - NFSB i VMRO","Patriotic Front - NFSB and VMRO",2014,2014,1,7.283,
80,"Bulgaria",80071,"OP","Obedineni Patrioti","United Patriots",2017,2017,1,9.066,
80,"Bulgaria",80110,"PKE","Politicheski klub â€˜Ekoglasnost'","Political Club â€˜Ekoglasnost'",1994,1997,0,,
80,"Bulgaria",80220,"BSP","Balgarska Socialisticheska Partiya","Bulgarian Socialist Party",1990,2013,0,47.151001,
80,"Bulgaria",80221,"BSPzB","BSP za Balgariya","BSP for Bulgaria",2001,2017,1,30.952,
80,"Bulgaria",80228,"BSP-BZNS-AS-PKE","Koalitsiya na Balgarska Sotsialisticheska Partiya, Balgarski Zemedelski Naroden Sayuz - Aleksandar Stambolijski i Politicheski klub 'Ekoglasnost'","Coalition of Bulgarian Socialist Party, Bulgarian Agrarian Peopleâ€™s Union - Alexandar Stambolijski and Political Club 'Ekoglasnost'",1991,1994,1,43.500999,
80,"Bulgaria",80229,"DL","Demokratichna Levitsa","Democratic Left",1997,1997,1,22.065001,
80,"Bulgaria",80320,"KEL","Koalitsiya Evrolevitsa","Euroleft Coalition",1997,1997,1,5.4980001,
80,"Bulgaria",80330,"ABV","Alternativa za balgarsko vazrazhdane","Alternative for Bulgarian Revival",2014,2014,0,4.1490002,
80,"Bulgaria",80410,"SDS","Sayuz na Demokratichnite Sili","Union of Democratic Forces",1990,1994,1,36.212002,
80,"Bulgaria",80411,"ODS","Obedineni Demokratichni Sili","United Democratic Forces",1997,2005,1,52.237999,
80,"Bulgaria",80510,"GERB","Grazhdani za Evropeisko Razvitie Balgariya","Citizens for European Development of Bulgaria",2009,2017,0,39.720001,
80,"Bulgaria",80610,"DSB","Demokrati za Silna Balgariya","Democrats for a Strong Bulgaria",2005,2005,0,6.4359999,
80,"Bulgaria",80620,"RZS","Red, Zakonnost i Spravedlivost","Order, Law and Justice",2009,2009,0,4.131,
80,"Bulgaria",80630,"BBZ","Balgariya bez tsenzura","Bulgaria without Censorship",2014,2014,0,5.6939998,
80,"Bulgaria",80640,"","Volya","Will",2017,2017,0,4.145,
80,"Bulgaria",80710,"ATAKA","Nacionalno Obedinenie Ataka","National Union Attack",2005,2014,0,9.3640003,
80,"Bulgaria",80810,"BZNS","Balgarski Zemedelski Naroden Sayuz","Bulgarian Agrarian National Union",1990,1990,0,6.0240002,
80,"Bulgaria",80811,"NS","Naroden Sayuz","Peopleâ€™s Union",1994,1994,1,6.507,
80,"Bulgaria",80812,"BZNS-AS","Balgarski Zemedelski Naroden Sayuz - Aleksandar Stambolijski","Bulgarian Agrarian Peopleâ€™s Union - Alexandar Stambolijski",1994,1994,0,,
80,"Bulgaria",80813,"BNS","Balgarski Naroden Sayuz","Bulgarian People's Union",2005,2005,1,5.191,
80,"Bulgaria",80901,"BBB","Balgarski Biznes Blok","Bulgarian Business Bloc",1994,1997,0,4.928,
80,"Bulgaria",80902,"NDSV","Nacionalno Dvizhenie Simeon Vtori","National Movement Simeon the Second",2001,2005,0,42.741001,
80,"Bulgaria",80951,"DPS","Dvizhenie za Prava i Svobodi","Movement for Rights and Freedoms",1990,2017,0,14.837,
80,"Bulgaria",80952,"ONS","Obedinenie za Natsionalno Spasenie","Union of National Salvation",1997,1997,1,7.566,
81,"Croatia",81021,"SDP-HSLS","Koalicija Socijaldemokratske partije Hrvatske i Hrvatske socijalno-liberalne stranke","Coalition of the Social Democratic Party of Croatia and the Croatian Social-liberal Party",2000,2000,1,40.991001,
81,"Croatia",81022,"","Koalicija Jedina opcija","The Only Option Coalition",2016,2016,1,6.0380001,
81,"Croatia",81032,"","Narodna koalicija","People's coalition",2011,2020,1,40.719002,
81,"Croatia",81041,"HSS-HSLS-PGS","Koalicija Hrvatske seljaÄke stranke i Hrvatske socijalno-liberalne stranke i Primorsko-Goranski Savez","Coalition of the Croatian Peasant Party, the Croatian Social-liberal Party and the Primorian-Goranski Union",2007,2007,1,6.5159998,
81,"Croatia",81042,"HSLS-DC","Koalicija Hrvatske socijalno-liberalne stranke i Demokratskog centra","Coalition of the Croatian Social-liberal Party and the Democratic Centre",2003,2003,1,4.0469999,
81,"Croatia",81043,"","Koalicija za Premijera","Coalition for Prime Minister",2016,2016,1,3.9660001,
81,"Croatia",81044,"SSIP-P-F","Stranka s Imenom i Prezimenom - Pametno - Fokus","Party with a First and Last Name - Smart - Focus",2020,2020,1,3.983,
81,"Croatia",81061,"","Domoljubna koalicija","Patriotic Coalition",2015,2015,1,32.591999,
81,"Croatia",81091,"","Istra je jaka","Even Stronger Istria Coalition",2015,2016,1,2.224,
81,"Croatia",81111,"SZH","Savez Zelenih Hrvatske","Green Alliance of Croatia",1990,1990,0,,
81,"Croatia",81112,"ZAS","Zelena akcija â€“ Split","Green Action of Split",1990,1990,0,,
81,"Croatia",81220,"SDP","Socijaldemokratska partija Hrvatska","Social Democratic Party of Croatia",1990,2007,0,31.233999,
81,"Croatia",81221,"SSH","SocijalistiÄka stranka Hrvatske","Socialist Party of Croatia",1990,1990,0,,
81,"Croatia",81222,"SSOH","Savez socijalistiÄke omladine Hrvatske","Union of Socialist Youth of Croatia",1990,1990,0,,
81,"Croatia",81229,"SKH-SDP-SSH","Savez komunista Hrvatske - Stranka demokratskih promjena i SocijalistiÄka stranka Hrvatske","League of Communists of Croatia - Party of Democratic Changes and Socialist Party of Croatia",1990,1990,1,34.974998,
81,"Croatia",81230,"HL","Hrvatski laburisti - stranka rada","Croatian Labourists - Labour Party",2011,2011,0,5.1750002,
81,"Croatia",81240,"","MoÅ¾emo! - politiÄka platforma","We can!-political platform",2020,2020,0,4.9910002,
81,"Croatia",81245,"RF","RadniÄka fronta","Workers' Front",2020,2020,0,.99800003,
81,"Croatia",81310,"NL","Nova ljevica","New Left",2020,2020,0,.99800003,
81,"Croatia",81410,"HSLS","Hrvatska socijalno-liberalna stranka","Croatian Social-Liberal Party",1992,1995,0,17.722,
81,"Croatia",81411,"LS","Liberalna stranka","Liberal Party",2000,2003,0,2.7119999,
81,"Croatia",81420,"KNS","Koalicija narodnog sporazuma","Coalition of Peopleâ€™s Accord",1990,1990,1,15.337,
81,"Croatia",81430,"HND","Hrvatski nezavisni demokrati","Croatian Independent Democrats",1995,1995,0,3.0039999,
81,"Croatia",81440,"","Nezavisna lista Ivana GrubiÅ¡iÄ‡a","Independent List of Ivan GrubiÅ¡iÄ‡",2011,2011,0,2.816,
81,"Croatia",81450,"NS-R","Narodna stranka - Reformisti","People's Party - Reformists",2015,2020,0,1.461,
81,"Croatia",81460,"MOST","Most nezavisnih lista","Bridge of Independent Lists",2015,2020,0,12.831,
81,"Croatia",81711,"HDZ","Hrvatska demokratska zajednica","Croatian Democratic Union",1990,2020,0,45.230999,
81,"Croatia",81712,"HNS","Hrvatska narodna stranka - liberalni demokrati","Croatian Peopleâ€™s Party - Liberal Democrats",1992,2020,0,8,
81,"Croatia",81713,"HSP","Hrvatska stranka prava","Croatian Party of Rights",1992,2003,0,7.0679998,
81,"Croatia",81714,"DPMÅ ","Domovinski pokret Miroslava Å kore","Miroslav Å koro Homeland Movement",2020,2020,0,10.888,
81,"Croatia",81810,"HSS","Hrvatska seljaÄka stranka","Croatian Peasant Party",1992,2011,0,9.9960003,
81,"Croatia",81899,"ZL","Zajednica lista","Joint List Bloc",1995,1995,1,18.259001,
81,"Croatia",81910,"SDSS","Samostalna demokratska srpska stranka","Independent Democratic Serbian Party",2003,2020,0,,
81,"Croatia",81951,"SNS","Srpska narodna stranka","Serbian Peopleâ€™s Party",1992,1992,0,1.0880001,
81,"Croatia",81952,"HDSSB","Hrvatski demokratski savez Slavonije i Baranje","Croatian Democratic Assembly of Slavonia and Baranja",2007,2015,0,2.9319999,
81,"Croatia",81953,"IDS","Istarski demokratski sabor","Istrian Democratic Assembly",1992,2007,0,2.352,
81,"Croatia",81954,"DA","Dalmatinska akcija","Dalmatian Action",1992,1992,0,,
81,"Croatia",81955,"RiDS","RijeÄki demokratski savez","Democratic Alliance of Rijeka",1992,1992,0,,
81,"Croatia",81956,"SBHS","Slavonsko-Baranjska Hrvatska stranka","Croatian Party of Slavonia and Baranja",1995,1995,0,,
81,"Croatia",81957,"HSU","Hrvatska stranka umirovljenika","Croatian Party of Pensioners",2003,2003,0,3.9749999,
81,"Croatia",81959,"DA-IDS-RDS","Koalicija Dalmatinska akcija, Istarski demokratski savez i RijeÄki demokratski savez","Coalititon of Dalmatian Action, Istrian Democratic Assembly and Democratic Alliance of Rijeka",1992,1992,1,3.178,
81,"Croatia",81960,"","Å½ivi zid","Human Shield",2015,2015,0,4.0100002,
81,"Croatia",81961,"","Milan BandiÄ‡ 365 - Stranka rada i solidarnosti","Milan BandiÄ‡ 365 - The Party of Labour and Solidarity",2015,2015,0,3.1919999,
82,"Czech Republic",82110,"SZ","Strana zelenÃ½ch","Green Party",2006,2013,0,6.29,
82,"Czech Republic",82220,"KSÄŒM","KomunistickÃ¡ strana ÄŒzech a Moravy","Communist Party of Bohemia and Moravia",1990,2017,0,18.511999,
82,"Czech Republic",82221,"LB","LevÃ½ blok","Left Bloc",1992,1992,1,14.023,
82,"Czech Republic",82320,"ÄŒSSD","ÄŒeskÃ¡ strana sociÃ¡lnÄ› demokratickÃ¡","Czech Social Democratic Party",1992,2017,0,32.32,
82,"Czech Republic",82410,"OF","ObÄanskÃ© fÃ³rum","Civic Forum",1990,1990,1,49.352001,
82,"Czech Republic",82412,"ODA","ObÄanskÃ¡ demokratickÃ¡ aliance","Civic Democratic Alliance",1992,1996,0,6.3600001,
82,"Czech Republic",82413,"ODS","ObÄanskÃ¡ demokratickÃ¡ strana","Civic Democratic Party",1992,2017,0,35.380001,
82,"Czech Republic",82419,"ODS-KDS","ObÄanskÃ¡ demokratickÃ¡ strana - KÅ™est'ansko-demokratickÃ¡ strana","Civic Democratic Party - Christian Democratic Party",1992,1992,1,29.67,
82,"Czech Republic",82420,"LSU","LiberÃ¡lnÄ• sociÃ¡lnÃ­ unie","Liberal Social Union",1992,1992,1,6.506,
82,"Czech Republic",82421,"US","Unie svobody","Freedom Union",1998,1998,0,8.6040001,
82,"Czech Republic",82430,"ANO","ANO 2011","ANO 2011",2013,2017,0,29.642,
82,"Czech Republic",82520,"ÄŒSL","ÄŒeskoslovenskÃ¡ strana lidovÃ¡","Czechoslovak Peopleâ€™s Party",1990,1990,0,,
82,"Czech Republic",82521,"KDS","KÅ™est'ansko-demokratickÃ¡ strana","Christian Democratic Party",1992,1992,0,,
82,"Czech Republic",82523,"KDU-ÄŒSL","KÅ™est'anskÃ¡ a demokratickÃ¡ unie - ÄŒeskÃ¡ strana lidovÃ¡","Christian and Democratic Union - Czech People's Party",1992,2017,0,8.9960003,
82,"Czech Republic",82524,"KDU-ÄŒSL-US-DEU","KÅ™est'anskÃ¡ a demokratickÃ¡ unie - ÄŒeskÃ¡ strana lidovÃ¡ - Unie svobody - DemokratickÃ¡ unie","Christian and Democratic Union - Czech People's Party -  Freedom Union - Democratic Union",2002,2002,1,14.276,
82,"Czech Republic",82529,"KDU","KÅ™est'anskÃ¡ a demokratickÃ¡ unie","Christian and Democratic Union",1990,1990,1,8.3900003,
82,"Czech Republic",82530,"TOP09","Tradice OdpovÄ›dnost Prosperita 09","Tradition, Responsibility, Prosperity 09",2010,2017,0,16.709999,
82,"Czech Republic",82610,"STAN","StarostovÃ© a nezÃ¡vislÃ­","Mayors and Independents",2017,2017,0,5.1799998,
82,"Czech Republic",82710,"SPR-RSÄŒ","SdruÅ¾eni pro republiku - RepublikÃ¡nskÃ¡ strana ÄŒeskoslovenska","Association for the Republic â€“ Republican Party of Czechoslovakia",1992,2002,0,8.0059996,
82,"Czech Republic",82720,"Ãšsvit","Ãšsvit pÅ™Ã­mÃ© demokracie Tomia Okamury","Tomio Okamura's Dawn of Direct Democracy",2013,2013,0,6.888,
82,"Czech Republic",82721,"SPD","Svoboda a pÅ™Ã­mÃ¡ demokracie","Freedom and Direct Democracy",2017,2017,0,10.642,
82,"Czech Republic",82901,"DÅ½J","DÅ¯chodci za Å¾ivotnÃ­ jistoty","Pensioners for a Life Security",1996,1998,0,3.0899999,
82,"Czech Republic",82951,"HSD-SMS","HnutÃ­ za SamosprÃ¡vnou Demokracii - SpoleÄnost pro Moravu a Slezsko","Movement for an Autonomous Democracy - Society for Moravia-Silesia",1990,1992,0,10.005,
82,"Czech Republic",82952,"VV","VÄ›ci veÅ™ejnÃ©","Public Affairs",2010,2010,0,10.88,
82,"Czech Republic",82953,"PirÃ¡ti","ÄŒeskÃ¡ pirÃ¡tskÃ¡ strana","Czech Pirate Party",2017,2017,0,10.797,
83,"Estonia",83110,"EER","Erakond Eestimaa Rohelise","Estonian Greens",2007,2011,0,7.1399999,
83,"Estonia",83220,"","Valimisliit â€˜Kindel Kodu'","Electoral Union â€˜Secure Home'",1992,1992,1,13.602,
83,"Estonia",83320,"ESDP","Eesti Sotsiaaldemokraatlik Partei","Estonian Social Democratic Party",1992,1992,0,,
83,"Estonia",83410,"EMKE/ESDP/EAKL","Valimisliit Eesti Maa-Keskerakond - Eesti Sotsiaaldemokraatlik Partei - Eesti AmetiÃ¼hinute Keskliit","Electoral coalition Estonian Rural Center Party - Estonian Social Democratic Party",1992,2019,1,17.093,
83,"Estonia",83411,"K","Eesti Keskerakond","Estonian Center Party",1995,2019,0,26.08,
83,"Estonia",83421,"","Valimisliit â€˜Rahvarinne'","Electoral Union â€˜Popular Front'",1992,1992,1,12.248,
83,"Estonia",83430,"ER","Eesti Reformierakond","Estonian Reform Party",1995,2019,0,28.934,
83,"Estonia",83440,"EVA","Eesti Vabaerakond","Free Party",2015,2015,0,8.6879997,
83,"Estonia",83610,"VKRE","Vabariiklaste ja Konservatiivide Rahvaerakond â€˜Parempoolsed'","Republican and Conservative Peopleâ€™s Party â€˜Right-wingers'",1995,1995,0,5.0029998,
83,"Estonia",83611,"","Isamaa","Pro Patria",2003,2019,0,24.615,
83,"Estonia",83612,"ERL","Eestimaa Rahvaliit","Estonian Peopleâ€™s Union",2003,2011,0,13.027,
83,"Estonia",83709,"","Ismaaaliit","Pro Patria Union",1995,2003,1,16.09,
83,"Estonia",83710,"RKI","Rahvuslik Koonderakond Isamaa","National Coalition Pro Patria",1992,1992,1,22.003,
83,"Estonia",83711,"ERSP","Eesti Rahvusliku SÃµltumatuse Partei","Estonian National Independence Party",1992,1992,0,8.7860003,
83,"Estonia",83712,"","Valimisliit â€˜Eesti Kodanik'","Electoral Union â€˜Estonian Citizen'",1992,1992,1,6.881,
83,"Estonia",83713,"KE","Eesti Koonderakond","Coalition Party",1995,1999,0,7.6329999,
83,"Estonia",83719,"KMÃœ","Koonderakond ja Maarahva Ãœhendus","Coalition Party and Rural Union",1995,1995,1,32.23,
83,"Estonia",83720,"EKRE","Eesti Konservatiivne Rahvaerakond","Conservative People's Party of Estonia",2015,2019,0,17.761999,
83,"Estonia",83810,"EME","Eesti Maarahva Erakond","Estonian Rural Peopleâ€™s Party",1999,1999,0,7.27,
83,"Estonia",83901,"","Valimisliit â€˜SÃµltumatud Kuningriiklased'","Electoral Union â€˜Independent Royalists'",1992,1992,1,7.1220002,
83,"Estonia",83951,"","Valimisliit â€˜Meie Kodu on Eestimaa'","Electoral Union â€˜Our Home is Estonia'",1995,1995,1,5.8740001,
83,"Estonia",83952,"EÃœRP","Eestimaa Ãœhendatud Rahvapartei","Estonian United Peopleâ€™s Party",1999,1999,0,6.1300001,
84,"Georgia",84041,"","Gaertianebuli Opozitsia (Erovnuli Sabcho/Memarjveneeba)","United Opposition (National Council/Rights)",2008,2008,1,17.537001,
84,"Georgia",84042,"","Bidzina Ivanishvili - Kartuli Otsneba","Bidzina Ivanishvili - Georgian Dream",2012,2012,1,54.966,
84,"Georgia",84095,"","Mrgvali Magida -Tavisufali Saqar Tvelo","Round Table - Free Georgia",1990,1990,1,54,
84,"Georgia",84110,"Greens","Sak'art'velos Mtsvaneta Partia","Green Party of Georgia",1992,1992,0,7.1999998,
84,"Georgia",84220,"SKP","Sak'art'velos Komunisturi Partia","Communist Party of Georgia",1990,1990,0,29.6,
84,"Georgia",84221,"Mshvidoba","Saarchevno Blok â€˜Mshvidobaâ€™","Election Bloc â€˜Peaceâ€™",1992,1992,1,19.200001,
